EQ1.1
E
AMFI	2016.0000	1000.00000
ANOC	2016.0000	756.52991
ARSA	2016.0000	742.81189
ART1	2014.8775	0.00000
ASSO	2015.9452	0.00000
DRA1	2015.8960	0.00000
EGIO	2016.5394	0.00000
EXAN	2015.8987	0.00000
EYPA	2016.0000	859.90438
FISK	2016.0000	1000.00000
GAL3	2016.0000	705.18025
GEYB	2016.0000	793.77289
HIMA	2016.0000	897.07996
IGOU	2016.0000	758.88274
ITEA	2016.0000	757.39930
KARP	2015.0144	854.87526
KASI	2016.0000	768.96505
KIPO	2016.2601	288.94543
KLOK	2016.0000	760.96016
KOPA	2015.0198	0.00000
KOUN	2016.0000	902.58387
KRDI	2016.0137	872.55534
KRIN	2016.0000	753.65860
KTCH	2016.0000	777.51903
LAM8	2016.0000	722.81648
LAMJ	2016.0000	1000.00000
LARM	2016.0000	756.02061
LEPE	2016.0000	961.14297
LFKD	2015.0144	0.00000
LIDO	2016.0000	679.22758
MESA	2016.0000	774.73121
MESO	2016.0000	754.48240
NAFP	2016.1095	688.31973
PAT0	2016.0000	802.96077
PATR	2016.0000	753.46715
PAXO	2016.0000	792.64773
PONT	2016.0000	821.08476
PSAR	2016.0000	902.57561
PSAT	2016.0219	741.53865
PVOG	2016.0000	769.99291
PYL1	2016.0000	796.45081
PYRG	2016.0000	744.26905
RETS	2016.0767	797.68025
RGNI	2016.0767	1000.00000
RLSO	2016.0000	754.66213
ROD3	2016.0000	766.41211
SISS	2016.1068	1449.38441
SPAN	2016.0000	748.36195
SRND	2016.1643	-559.22865
STRF	2016.7885	0.00000
TRIZ	2016.0000	817.74654
VALI	2016.0000	1000.00000
VLSM	2016.0000	756.51838
VLY1	2015.0007	873.39995
XILI	2016.0000	758.27471
ZAK2	2016.0000	884.28094
EQ6.2
