Station_ID,Station Latitude (°N),Station Longitude (°E),Event Date,Event Mag,Event Latitude (°N),Event Longitude (°E),Event Depth (km),Strike (°),Dip (°),Rake (°),Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AKYR,34.9808312442,24.912607082500017,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.8156083378394494,1.0829734950775363,-2.598945102908645,-0.017408995885620504,0.0013916329081062606,-0.0024475916914487583,-1.7408995885620504e-05,1.5988837266622615e-08,-1.8557729466448282e-08,-4.9089235045895424e-08,1.3259966827677328e-08,1.9103615329771463e-09,5.659784656013753e-09
ARK1,35.1339802842,25.2689476187,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,3.4302934942057433,0.6798475431424565,-3.359704100377612,0.13080188217023947,0.0010842249953974537,-0.0032518088017849944,0.00013080188217023947,-5.597451325210401e-09,-2.233726583561103e-08,-3.768186458208765e-08,4.3294246335128436e-08,1.7802418434141387e-09,2.2930872272875046e-09
HERA,35.3241276658,25.141503162899998,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.3461552033228625,0.5158461962970596,-2.2849078821040174,0.13244965135375542,0.0007904613803067229,-0.0022050106879965004,0.00013244965135375542,-1.6380045880313874e-09,-1.3285909722691705e-08,-2.3537559070197323e-08,2.3380516303643293e-08,1.7732904653121152e-09,7.632317972829791e-10
IDI0,35.288808933,24.890399762000012,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,1.9676962054068847,0.6168977102883559,-1.8667236745219313,0.08129141893814529,0.0008397958368358827,-0.0017776284804235098,8.129141893814529e-05,4.272505563789026e-09,-1.1285756567094938e-08,-2.4486785655868266e-08,1.2829186047234688e-08,2.002328308726667e-09,1.644804144734177e-09
IERA,35.0530693748,25.797232298600026,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,4.4687003939037595,-0.3642965321700816,-4.452301014490393,0.11656295934936445,0.00018101788021632204,-0.004463510817061533,0.00011656295934936445,-2.834705086768801e-08,-2.7431966805395785e-09,9.606778411198394e-09,8.325619706115624e-08,-2.514360223630966e-09,3.558386498128769e-09
MOI2,35.0502098957,24.8720833141,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.46997640331598,0.9332332835451547,-2.286869394623297,0.009351115256961418,0.001204976375742406,-0.0021560908894301956,9.351115256961418e-06,1.2592714906476085e-08,-1.533802738299518e-08,-4.0006243810110916e-08,1.155406308628967e-08,2.050979768909907e-09,4.337403801549608e-09
MOIR,35.053947751,24.877751640099973,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.4807353156336975,0.930187888600932,-2.299705603184463,0.012342480072702333,0.0012035180210194507,-0.002169202559121508,1.2342480072702333e-05,1.2317253676596374e-08,-1.5509824054075968e-08,-3.9988995584259646e-08,1.1970507378112391e-08,2.0713189358997874e-09,4.280650040077878e-09
NEA1,35.2613556909,25.61037009860001,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,3.1239876034504976,0.07328610242834292,-3.118322979908471,0.17317472875105766,0.00045276781302067137,-0.003086148144099188,0.00017317472875105766,-1.483180047083258e-08,-9.174227219232088e-09,-9.13142521105881e-09,4.735613424866574e-08,-2.6628776284154435e-10,2.1773222059038465e-10
RETH,35.3877574853,24.6130793154,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,1.3459725845686212,0.49438891149368513,-1.2510160832594375,0.046696488397307556,0.0006431643201733062,-0.0011814403470500334,4.6696488397307556e-05,5.048688392908132e-09,-6.084706682162176e-09,-1.622438822808782e-08,4.843592311254051e-09,1.561124847356669e-09,1.461124114461298e-09
SIT1,35.2047582681,26.106062539999986,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.784200899877818,-0.5813827747688093,-2.7212778618486224,0.09173613625590438,-0.00024540888948088035,-0.0027718466063527125,9.173613625590438e-05,-1.1595472585657523e-08,6.734049351788835e-09,2.2233097337810152e-08,3.974003836878908e-08,-2.9126881073605004e-09,1.7072359790681739e-09
SIVA,35.017692185,24.8120244813,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.3270440132096133,0.9434295476679163,-2.1271318442617417,-0.019612371846805532,0.001195629528078862,-0.0019963013865323953,-1.9612371846805532e-05,1.4905101793162852e-08,-1.3123235996223332e-08,-3.90943028786439e-08,7.327567485681296e-09,1.8033177018301835e-09,4.785891885864513e-09
ZKRO,35.1148955564,26.21696793609999,2020-05-02T12:51:09.900000Z,6.6,34.05,25.64,12.0,97.0,68.0,97.0,2.835006377684626,-0.7766037753684156,-2.7263470963671628,0.03434017656293864,-0.00043855695806324646,-0.0028006695107278268,3.434017656293864e-05,-8.714764975003214e-09,1.0880035933121416e-08,3.24335803375953e-08,3.7986870480390355e-08,-3.4315651698038322e-09,3.2953754165320396e-09
