Station_ID,Latitude,Longitude,Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
ABEL,38.9231888039,21.214994834200013,1.2414453707701887,-0.922232210931374,-0.8224875036410814,-0.11911617892471082,-0.0009833462932918,0.0007483501934217596,-0.00011911617892471082,1.539430276677959e-08,1.6370165976444795e-08,-8.19770432903544e-09,-6.674170776154546e-09,1.4961946679881995e-09,-5.17458015387267e-09
AGRI,38.623994895,21.409030168699985,2.4938395431851745,-1.7376533591075856,-1.7887633687147053,-0.011049048854294696,-0.002087458639249768,0.0013644156313583344,-1.1049048854294696e-05,3.599387972575478e-08,1.4373614050167084e-08,-2.0704112892692365e-08,-1.2820312278938787e-08,7.438985922885267e-10,-7.0004540057014604e-09
AIGI,38.2419602042,22.072721371400007,3.870129390793718,-3.156500417891277,-2.2112575465209985,0.35319495507649123,-0.0027729191909122777,0.0026765787837955135,0.00035319495507649123,2.7627207112144485e-08,-2.5154061355420634e-08,-3.700791370096141e-08,9.265915860345772e-09,-2.0348269055585387e-09,-2.0729857357917066e-09
AMFI,38.8924578869,21.14973226500001,1.234877157087459,-0.9225787150408461,-0.8064800504710516,-0.15283990265044234,-0.0009676990582233556,0.0007517446973327041,-0.00015283990265044234,1.5546588581347393e-08,1.8379554843019976e-08,-8.159458860915224e-09,-6.881932918025895e-09,2.001637987992134e-09,-5.4609265326175015e-09
ANAV,37.7333572797,23.904107016900014,1.0204364843410638,-0.9422496383021384,-0.34415525517403933,0.18711867365373003,-0.0005176218606835481,0.0008592699400577913,0.00018711867365373003,-1.184661909412088e-09,-4.345675980618054e-09,-2.422336345601931e-10,6.54848568961227e-09,4.3900401107385343e-10,1.1949139487405943e-09
ANIK,36.8260211464,22.28206732130002,1.175756489192238,-0.9397070866555645,-0.7028409046153977,-0.07327056684903327,-0.0008692323027623891,0.0007883336538203056,-7.327056684903327e-05,-7.866155723617605e-10,-1.013464760590209e-08,4.118694915918471e-08,5.01785045013599e-09,6.173600520947277e-09,-2.1196655777213603e-09
ANOC,38.5944987007,21.92510634979999,2.627027797960209,-1.9833554071544282,-1.7089415711099052,0.21701402419974092,-0.002055985553839016,0.001620834157760001,0.00021701402419974092,2.6341763359754003e-08,-4.713810181043708e-09,-2.2873994560145907e-08,-3.988886469652433e-09,-2.0342021218058476e-09,-3.372214967785323e-09
ARG2,38.175273488,20.484779164899976,2.097962693620933,-1.3900865981985773,-0.3900898437115803,-1.5221486876015045,-0.0006481638218628072,0.0012901141409528138,-0.0015221486876015045,1.154596450425904e-08,1.2221744663548842e-07,-1.1606477830209842e-08,-2.56002908343799e-09,3.284115019764872e-08,-6.209621560475536e-10
ARKI,38.7550567243,23.03360943040002,1.4101688062570106,-1.1649335631666082,-0.7588837715400601,0.2357992299423517,-0.000967220742089249,0.000998728602459767,0.0002357992299423517,5.737578149106703e-09,-5.420281271598751e-09,-8.15319090435726e-09,2.661734679569546e-09,-1.4389922930557854e-09,1.8856755270683228e-10
ARSA,38.3010818222,21.81672309459998,4.242514412194847,-3.280290276281297,-2.6769251721486342,0.269621704861403,-0.0032536514091970996,0.0027092407020009035,0.000269621704861403,4.420797200379328e-08,-2.0268669649398348e-08,-4.477118246587206e-08,-7.500302805257777e-10,-1.3503310023200548e-09,-4.943026671391727e-09
ASSO,38.3778173592,20.541719498600003,1.491482760107809,-1.1104669149308377,-0.26753856108654017,-0.9590657813072778,-0.0004745102006198654,0.0010390157459499658,-0.0009590657813072778,8.419622690388078e-09,6.80447096333205e-08,-1.0104624212866628e-08,-4.4821638679658535e-09,1.7714509655068496e-08,-5.553408892744756e-09
ATAL,38.6530574661,22.999356368199983,1.533817630882594,-1.2782657692592256,-0.8090865399938586,0.25300616345690086,-0.0010381259486761663,0.0011003994369065823,0.00025300616345690086,5.900025039696892e-09,-6.510599126228158e-09,-8.987527079229562e-09,3.5640203023010406e-09,-1.4784146059481812e-09,3.2896225317523325e-10
ATER,38.3172503054,20.41656152550001,1.6193504024142136,-1.0651931608336567,0.3723076730970756,-1.1614845037559995,0.0001622188956175996,0.001116662215371489,-0.0011614845037559995,-6.967245200155964e-09,6.664611780632372e-08,-1.1852873250448587e-08,1.0456714232934716e-09,2.0587852287335577e-08,-1.6659643541769387e-09
ATRS,37.2443620013,22.834881344,1.7993639252583373,-1.714931080774606,-0.5066170060446218,0.20015277390212846,-0.0008245333013928852,0.0015867558846635876,0.00020015277390212846,-6.3339783893233635e-09,-9.542925638959556e-09,1.1398506126822474e-08,1.9583303694483397e-08,3.1818942029422593e-09,1.4137732596903745e-09
DION,38.0785341305,23.932647686700022,1.0424288977718859,-0.9420201318105832,-0.39870245002284305,0.20072975494246637,-0.0005711230780248641,0.0008486365547971941,0.00020072975494246637,-1.3308355755785125e-10,-4.5189432975231226e-09,-2.1742428264475663e-09,5.516655008610409e-09,-8.26374283861404e-11,1.0983374796775167e-09
