Station_ID,Station Latitude (°N),Station Longitude (°E),Event Date,Event Mag,Event Latitude (°N),Event Longitude (°E),Event Depth (km),Strike (°),Dip (°),Rake (°),Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AST5,36.5486046241,26.350941286900024,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,1.0014021109788007,-0.03907169257782415,-0.5509851928590206,0.8352813346184685,-3.799086832176335e-05,0.0005510607714535182,0.0008352813346184686,-2.4324917881834664e-09,1.4401023503208697e-08,-1.5871063981504577e-08,1.8902884516278886e-08,-1.01702210671053e-08,-1.1014322223925639e-08
ASTY,36.5451323953,26.35332162269998,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,1.0061676670425403,-0.04633988717455666,-0.5609796134051146,0.8339831307660404,-3.2184361794918015e-05,0.0005619694641662981,0.0008339831307660403,-2.6563337416573413e-09,1.4562736722855341e-08,-1.62040390439579e-08,1.901813496852921e-08,-1.0096645747026266e-08,-1.1142489720561037e-08
AYD1,37.8407265492,27.83788451110001,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,5.358190451169025,0.8434441079179016,5.286873219138108,-0.2185829649761356,-9.944522754914281e-05,-0.005352806464382853,-0.0002185829649761356,2.993722080801595e-08,-4.020932906927095e-09,-2.078150358307599e-08,-8.842903045493072e-08,-2.266213447790433e-09,3.18454915257135e-09
CESM,38.3038153588,26.3725707982,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,1.3761568327541074,-0.43572655533685417,1.3049012833522782,-0.0343895044406517,0.0006130932525037491,-0.0012315606578867794,-3.43895044406517e-05,-4.6550067190460104e-09,4.594406275359398e-09,1.5330344572568328e-08,-3.5898283925720894e-09,1.8332925758987474e-09,1.7397352918504753e-09
DATC,36.7085723539,27.691835665099973,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,841.7953529123724,-55.83419395195801,-737.5051699878221,401.98020251230577,-0.04735006206673768,0.7380984382826639,0.40198020251230576,-3.9903095080880735e-06,2.969375854611526e-06,-3.4427234802206166e-06,-7.548195696465709e-07,-1.8524137718842455e-05,-8.765000680351081e-06
DIDI,37.3721296973,27.26866140419997,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,13.280923547931952,-3.221464195205942,12.837131120708978,1.101436931805283,0.004976696472606734,-0.012263859881408157,0.001101436931805283,-1.5318587677544054e-08,1.4480566157117999e-07,3.2889167799646494e-07,-1.8973508779745131e-07,-2.7202371534992948e-08,6.718964710088771e-08
IKAR,37.6282039878,26.224234334699982,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,1.3034228588951562,-0.5771233796851543,1.1370655884352134,0.27003999945876545,0.0007297557985639358,-0.0010456796939048996,0.00027003999945876545,-1.4309805924050193e-08,-4.206691343894844e-09,2.0946782201904318e-08,8.671780842607553e-09,-8.361250886396141e-10,6.42312527728061e-09
IZMI,38.3948077729,27.081822277699985,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,2.1555616161284803,-0.28488699000047213,2.129251728840709,-0.1776861251863715,0.0005784490552247085,-0.002068881391562194,-0.0001776861251863715,2.8012962115654456e-09,8.158145453494216e-09,1.58212932846473e-08,-1.846273516477691e-08,1.9350621111906076e-09,-1.381453199558904e-10
KALY,36.9558024293,26.97615189200002,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,3.5415671327993734,-0.3196819524774926,2.418651291460628,2.5672216763849565,0.0006531820300650637,-0.0023506220147067602,0.0025672216763849565,-3.896269323466619e-08,-2.2982499423784647e-07,1.160966103112319e-07,1.4909499932517716e-07,-5.302599128317604e-08,1.581076299844855e-08
KATC,35.9514806193,27.78078263549997,2017-07-20T22:31:16.400000Z,6.64,36.79,27.56,12.0,278.0,36.0,-82.0,6.6617604628423965,0.7233252006492235,-6.613269979451551,-0.34715025173662206,-0.001636675140045396,0.006448242679441177,-0.00034715025173662206,1.7687632353792885e-08,3.9372263348551614e-08,8.93666744782435e-08,-9.829501252773605e-08,-8.076508423967392e-09,-4.199519074693959e-09
