Station_ID,Latitude,Longitude,Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AFY0,40.1010700264,23.434337137499995,2.2776608802642757,1.8142598225110071,-1.2821438240704441,0.5023022957409036,0.0013601227212767242,-0.0017565584739047124,0.0005023022957409036,2.082652101679108e-08,3.177164664563023e-08,-1.9136789186307355e-08,-5.902510469756326e-09,6.774893888515428e-09,1.1500065006370338e-08
AFYT,40.0971361938,23.4353250602,2.264501053848238,1.798578534350658,-1.2830608442265956,0.49682506847516583,0.0013448585200830365,-0.0017528506596896642,0.0004968250684751659,2.061710518252798e-08,3.196436944345658e-08,-1.9066806985106708e-08,-5.8615266519133534e-09,6.707208733607743e-09,1.1553790761932055e-08
ALE3,40.8491656686,25.853456076600025,31.847817052881602,13.040359925812403,28.680540017325047,-4.653932568666925,0.020855936593758173,0.02361470456044827,-0.0046539325686669256,2.592528963728671e-08,-6.612900930182333e-07,3.4501105466411e-08,-7.063763691563653e-07,-5.040971625908328e-08,1.0001452277208647e-07
ANAV,37.7333572797,23.904107016900014,1.6698672905343637,-0.7480062139986147,-1.4011894153745883,-0.5153752943809539,-0.0011249900379493027,-0.0011212682499978088,-0.0005153752943809538,-4.432854779989069e-09,-5.477994710341228e-09,-5.739232378700851e-09,-4.103307832496269e-09,-2.1105354362657808e-09,-1.9469243252865125e-09
ANDR,37.8863734555,24.73709084040001,2.0786095498861465,-0.8440884936308688,-1.7962425302728466,-0.6177742696461714,-0.0013323763315842285,-0.001470967682743296,-0.0006177742696461715,-1.7607437578626712e-09,-1.0220166337165212e-08,-3.5675405391300337e-09,-1.0334930428186077e-08,-6.877165339151627e-10,-4.215681795873888e-09
ARKI,38.7550567243,23.03360943040002,1.4790682635798642,-0.7019565159352964,-1.2372118624158717,-0.4052243644730464,-0.0010330100959858868,-0.0009779193649569473,-0.0004052243644730464,-9.759223135225835e-09,5.342508922293054e-09,-7.83351380853879e-09,1.826022308124136e-09,-3.5872927620519495e-09,2.5571326292924377e-09
ATAL,38.6530574661,22.999356368199983,1.4470316061484008,-0.6971970825905248,-1.2015129331132426,-0.40519546984300536,-0.0010180212704256064,-0.00094517183272258,-0.00040519546984300533,-9.127771507835894e-09,4.097263881916055e-09,-7.375978711136251e-09,1.512087538010928e-09,-3.4245636843413593e-09,2.079446849114853e-09
AUT1,40.5668190085,23.003720411199996,2.647848231255178,2.3059920116086765,-1.0619340135473456,0.7521949541371351,0.0018947516700702494,-0.001689739363185283,0.000752194954137135,2.0125840635054012e-08,3.3561430251304978e-09,-1.7002061793081996e-08,-1.7348171782185841e-09,7.440009512694119e-09,2.33513010708386e-09
AYD1,37.8407265492,27.83788451110001,1.0311888409942662,-0.873117887596445,0.46649590258921303,0.28878565237507037,-0.0006985765861386994,0.0007013872155038209,0.00028878565237507037,-1.1248730214677798e-09,-4.7286480993028266e-09,3.8680246220115506e-09,5.78176740647611e-09,1.7938051227508468e-09,2.2323462579074795e-09
AYVL,39.3114429293,26.6861782332,6.182606257924383,-5.156573831168754,3.1300064886243617,1.35551681856063,-0.004016130746348878,0.0045008763728141,0.00135551681856063,-1.5442146411479726e-08,-6.484513674474404e-08,3.5456627351188246e-08,8.128845178807133e-08,1.4883346090873056e-08,2.0134072793365863e-08
