Station_ID,Latitude,Longitude,Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AYD1,37.8407265492,27.83788451110001,5.322790839638791,0.8378717800882277,5.251944774568495,-0.21713886698858376,-9.878822917332164e-05,-0.005317442422891134,-0.00021713886698858376,2.973943650069083e-08,-3.9943680686310835e-09,-2.064420776267526e-08,-8.784481207847802e-08,-2.25124140145763e-09,3.163509996922131e-09
CESM,38.3038153588,26.3725707982,1.36706506609735,-0.43284786878533466,1.2962802761414847,-0.034162305517957195,0.0006090427688249384,-0.0012234241854596067,-3.4162305517957195e-05,-4.624252786160094e-09,4.564052707519259e-09,1.5229062573087242e-08,-3.5661117046874186e-09,1.8211806799892535e-09,1.7282414948198938e-09
DATC,36.7085723539,27.691835665099973,182.98492694813893,-80.66138735649825,45.34809195403812,-157.86315160945185,0.08618763085940091,-0.033680872034295595,-0.15786315160945186,-3.9639469874275405e-06,2.9497582705225183e-06,-3.419978660879697e-06,-7.498327518422259e-07,-1.840175549201476e-05,-8.707093515240957e-06
DIDI,37.3721296973,27.26866140419997,13.193181326253784,-3.200181155323708,12.7523208738583,1.094160139413082,0.004943817252758206,-0.012182837028708107,0.001094160139413082,-1.521738335158372e-08,1.4384898333927973e-07,3.2671881054378057e-07,-1.884815772209034e-07,-2.7022655380105012e-08,6.674574958960902e-08
IKAR,37.6282039878,26.224234334699982,1.2948116190959924,-0.5733105358469073,1.1295534104934493,0.26825594359777827,0.0007249345679607028,-0.0010387712692629114,0.00026825594359777827,-1.4215266251486845e-08,-4.178899267304995e-09,2.0808394445904438e-08,8.614489546991643e-09,-8.306011149028494e-10,6.38069002946732e-09
IZMI,38.3948077729,27.081822277699985,2.1413206061203214,-0.283004845483954,2.1151845386692787,-0.17651221771462777,0.0005746274531312906,-0.00205521304620733,-0.00017651221771462777,2.7827890684217943e-09,8.10424755970089e-09,1.571676776595078e-08,-1.8340758602245892e-08,1.9222778610510857e-09,-1.372326441736032e-10
KALY,36.9558024293,26.97615189200002,3.5181692894692516,-0.31756993032483727,2.4026721438500656,2.5502609783873074,0.0006488666944431537,-0.0023350923117345934,0.0025502609783873073,-3.870528092033151e-08,-2.2830662426012402e-07,1.1532960231805648e-07,1.4810998300197572e-07,-5.267566788397234e-08,1.5706307049515134e-08
KATC,35.9514806193,27.78078263549997,6.617748639328157,0.718546454662795,-6.569578514888825,-0.34485675654152836,-0.0016258622238777276,0.006405641490105788,-0.00034485675654152836,1.7570776613049546e-08,3.911214515374136e-08,8.877626142945118e-08,-9.764561320336348e-08,-8.023149876275727e-09,-4.17177438267281e-09
KIKA,39.1059919179,27.672205827200003,1.1590332416842728,0.049796597310129996,1.148785408108315,-0.1455006540978382,0.00011056804733590442,-0.0011445358543508283,-0.0001455006540978382,2.7726810448955705e-09,1.1643528392174696e-09,1.2837297497528508e-09,-8.955653378648632e-09,1.2641874053000712e-10,-8.133528566868614e-10
KRP1,35.4805247476,27.12028503739998,2.912073960483433,-0.5393872127246452,-2.8471481428926344,-0.28806880861667605,0.00013789149750967344,0.0028945080838965326,-0.00028806880861667605,1.1036240228825197e-08,-3.2467149678112138e-09,-1.3201026879334233e-08,-3.540695702580243e-08,2.698809422754853e-09,1.769868239940452e-09
KRPS,35.5470891948,27.161062931300023,3.25002261714966,-0.5801562365356733,-3.182769207440543,-0.30991277056841016,0.00013155433568284858,0.0032325368587822756,-0.00030991277056841016,1.3244208229182103e-08,-3.38265187004796e-09,-1.4457447315927714e-08,-4.1869515672251594e-08,2.9257361918393338e-09,1.8963315957295137e-09
MNTS,38.426584765,26.71742915110002,1.6669727365112248,-0.37521673764652436,1.620383140972179,-0.11121591844136247,0.0005970789006212451,-0.0015523936067215333,-0.00011121591844136247,-1.3553135618966152e-09,6.579586928487868e-09,1.5504289150386776e-08,-9.548374917479758e-09,2.0252202927507304e-09,6.796254913953578e-10
MUG1,37.2142926908,28.355677467900023,3.849803116973386,1.976061327257925,3.1882010386403787,0.866913956275972,-0.0015131186092269266,-0.003432188267896024,0.000866913956275972,-5.714585436501535e-08,1.592415113983235e-08,-1.292521080048068e-07,3.394982023024041e-08,7.700249521200124e-09,2.5205199256813296e-08
MUGL,37.216358278,28.36444046790001,3.759310104804577,1.9289509591488014,3.1119426970692694,0.8528618360801252,-0.0014770798258523232,-0.00335011557124585,0.0008528618360801252,-5.5627746160988146e-08,1.58822102499441e-08,-1.252182514377235e-07,3.339822086901064e-08,7.34694556824164e-09,2.470162966618785e-08
