Station_ID,Station Longitude (°E),Station Latitude (°N),Event Date,Event Mag,Event Longitude (°E),Event Latitude (°N),Event Depth (km),Distance (km),dE1 [mm],dN1 [mm],dH1 [mm],dE2 [mm],dN2 [mm],dH2 [mm]
BTNG,125.19,1.439,2026-06-07 23:37:42,7.8,125.05,5.59,44.0,459,0.9,-0.7,-2.7,0.9,-0.6,-2.7
PGEN,125.132,6.065,2026-06-07 23:37:42,7.8,125.05,5.59,44.0,53,58.7,320.1,386.4,3.2,194.3,276.5
PPPC,118.74,9.773,2026-06-07 23:37:42,7.8,125.05,5.59,44.0,836,2.7,-0.7,-0.1,2.7,-0.7,-0.1
