Station_ID,Latitude,Longitude,Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AKYR,34.9808312442,24.912607082500017,2.837213088464047,1.1228264165147133,-2.6055418569414526,-0.013805051774993608,-0.0005565673523812605,0.0027820532547312062,-1.3805051774993609e-05,-4.400274576172418e-09,-1.3224108162977088e-08,-4.4256175011112446e-08,3.432848050275451e-08,-3.396264935890454e-09,-4.644445273929666e-09
ARK1,35.1339802842,25.2689476187,3.494250567378006,0.719276935990906,-3.417078965562992,0.12648739099215814,6.8916561853354236e-06,0.0034919536756114816,0.00012648739099215814,-1.961485159775868e-08,-1.7738038844195153e-09,-1.7573880773605955e-08,5.860280023870783e-08,-2.243675975711945e-09,-1.8681086867912368e-09
HERA,35.3241276658,25.141503162899998,2.375143736902364,0.5370716606975131,-2.3098388027783976,0.1323121589325858,-4.509286533126646e-05,0.0023710267600854573,0.0001323121589325858,-1.0548612576214772e-08,-2.098443196402323e-09,-1.2531640259724327e-08,3.282271020696452e-08,-1.846423008426003e-09,-2.0454875351356186e-10
IDI0,35.288808933,24.890399762000012,1.9835201156578937,0.6360673793181216,-1.876933324655046,0.0830158598476008,-0.00023193139990383018,0.00196816367255671,8.301585984760081e-05,-5.753095616718764e-09,-5.269245825837623e-09,-1.863969636730661e-08,2.3185774405219696e-08,-2.355161361641599e-09,-8.924471944112492e-10
IERA,35.0530693748,25.797232298600026,4.59931560035206,-0.38335719468846174,-4.582200409560247,0.10089925444882838,0.0013276729550260637,0.004402363894157986,0.00010089925444882838,-1.549501047563333e-08,3.3119536217893593e-08,4.583485579163054e-08,7.316172374656992e-08,8.907883727816185e-10,-4.942976287322054e-09
MOI2,35.0502098957,24.8720833141,2.4874581329734964,0.9644392660176653,-2.2928460481951425,0.012722607249179426,-0.00046665445544358074,0.0024432600593828385,1.2722607249179426e-05,-4.051898223144321e-09,-1.0529309951188417e-08,-3.5556700655921564e-08,2.8712135962546496e-08,-3.181362429496236e-09,-3.363671634986439e-09
MOIR,35.053947751,24.877751640099973,2.498788984970828,0.9616029749414676,-2.3063007112923803,0.015592917864142583,-0.00046108276237848535,0.0024558310077367794,1.5592917864142583e-05,-4.317156067741091e-09,-1.048019316232204e-08,-3.532053896759273e-08,2.9125536042668815e-08,-3.1812033709044224e-09,-3.3082859356802793e-09
NEA1,35.2613556909,25.61037009860001,3.1863709778772082,0.08160504997876494,-3.1808746742387,0.16833576941031692,0.0005815192479558677,0.0031283315747618625,0.0001683357694103169,-1.465525627361807e-08,1.2275503027287782e-08,1.2305526169782453e-08,4.832767903840483e-08,1.7322066909142071e-10,-5.437684892390319e-10
RETH,35.3877574853,24.6130793154,1.3511591638504081,0.5044369171538837,-1.252505267903952,0.049041171907584696,-0.00023300327222756698,0.001330013355063065,4.90411719075847e-05,-1.716005411077444e-09,-3.9605847699971234e-09,-1.4173783501381898e-08,1.1741263564581956e-08,-1.923512788882336e-09,-8.376833483631682e-10
SIT1,35.2047582681,26.106062539999986,2.8314878710163915,-0.605086965630005,-2.764689470741278,0.08766674460662072,0.0011666756261141645,0.002578469718463674,8.766674460662072e-05,3.1111426419317106e-09,2.0516288758485945e-08,3.640104087933917e-08,2.599262796065196e-08,2.047555765127746e-09,-2.689218638086277e-09
SIVA,35.017692185,24.8120244813,2.338530570884333,0.9714472994506371,-2.1271552186779106,-0.015034992583903246,-0.0005079584070498295,0.0022826470241073204,-1.5034992583903245e-05,-1.3484800804059308e-09,-1.0537647554234312e-08,-3.683158554311185e-08,2.4011675619669262e-08,-3.112782462786718e-09,-3.821398348470706e-09
ZKRO,35.1148955564,26.21696793609999,2.880546133197466,-0.8100240905550563,-2.764141876635657,0.03044148531923447,0.001367020531944506,0.0025353252664485865,3.044148531923447e-05,1.043697358380167e-08,2.1784409315354995e-08,4.385314107073532e-08,1.986312634406391e-08,1.9592985533221956e-09,-4.3117928666071514e-09
