Station_ID,Station Latitude (°N),Station Longitude (°E),Event Date,Event Mag,Event Latitude (°N),Event Longitude (°E),Event Depth (km),Strike (°),Dip (°),Rake (°),Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AIGI,38.2419602042,22.072721371400007,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.1016243157236514,0.5425043616155232,-0.950471191568144,-0.1259748570976344,0.0006929251247059542,0.0008470898653177665,-0.0001259748570976344,3.4264674526680757e-09,3.254598850147716e-09,6.873000185956546e-09,7.582125263340765e-10,-1.190248426389008e-09,-1.4573240834261474e-09
AKYR,34.9808312442,24.912607082500017,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.8782878632453723,-1.460569631998954,1.1374980320649322,-0.3174899594407859,-0.0005385245537273078,-0.0017712020573333687,-0.0003174899594407859,-5.520443612607447e-09,4.70398041024071e-09,4.131833947237899e-09,9.57820085267048e-09,2.0807962917408197e-09,4.572123211402002e-09
ANIK,36.8260211464,22.28206732130002,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,3.834883979270152,2.4871714319526634,-2.646918422314695,-1.2305024454069584,0.0015797887033713286,0.003270545293832622,-0.0012305024454069583,-1.3188552411647525e-08,1.8810942187446903e-08,1.4541073814285983e-08,1.767145757664947e-08,-6.343315148969745e-09,-1.9713916445327165e-08
ANKY,35.8669629685,23.301054802299973,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,27.656594628028433,0.27669570345293565,-2.9928196562296776,27.49279353598079,0.0026948789791976877,0.0013308483364014353,0.027492793535980792,4.5921612649616044e-07,-3.0007598944870915e-08,-6.650944079151821e-09,4.0602760743659423e-07,1.4782320948420337e-07,-1.519059476714493e-07
ANOP,35.2179647681,24.095992169999988,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.8230700573312308,-1.2632906378831743,1.2456058313306142,-0.4196990721095185,-0.0007101503476830685,-0.0016257686202205172,-0.0004196990721095185,1.1165075969617875e-11,-1.2813859787542175e-08,1.3508034423133583e-08,-3.158909338665381e-08,7.913970386217696e-09,-1.607784730731048e-08
ARK1,35.1339802842,25.2689476187,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.5942593962813605,-1.3394983182605742,0.8273656396582706,-0.250745640682671,-0.00029237910100687826,-0.0015470307390625614,-0.000250745640682671,-5.54358428628281e-09,2.3292960103199907e-09,-2.3078128608133593e-09,9.98336448217776e-09,6.614172921204764e-10,3.887029046689036e-09
ARSA,38.3010818222,21.81672309459998,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.0409797187904493,0.5526701956796352,-0.8769297387927114,-0.09585751384958663,0.0006206251547496683,0.0008302255893813256,-9.585751384958663e-05,2.388992831177927e-09,3.2973621425804833e-09,5.990905306040311e-09,1.5117581964483844e-09,-8.498398111178653e-10,-1.2607551856976694e-09
ATRS,37.2443620013,22.834881344,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,2.7354115118143634,1.0308275771669888,-2.3749325725384764,-0.8829303035995273,0.0018477749988084836,0.0018134601654655937,-0.0008829303035995273,1.519662176464285e-08,5.434888278650724e-09,2.448464555318403e-08,-8.592598676548656e-09,-1.3296480761651031e-08,-6.324345872145322e-09
EGIO,38.254630011,22.0754897356,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.0903282951412874,0.5353975267937169,-0.9417021540435424,-0.12394487709715811,0.0006872853847366145,0.0008373125214366021,-0.0001239448770971581,3.418712714529168e-09,3.1879983886865197e-09,6.788655229591807e-09,7.132623944066738e-10,-1.1683782884269817e-09,-1.4311000930008197e-09
GEYB,38.3341071147,21.76636574989999,2006-01-08T11:35:00.300000Z,6.72,35.93,23.29,64.0,201.0,44.0,55.0,1.011595017561042,0.5422794134836151,-0.8494500097266724,-0.08770517796314747,0.0005986943408779278,0.0008106771043476688,-8.770517796314748e-05,2.2096543684197256e-09,3.188366483642598e-09,5.704636700423488e-09,1.5519166937744137e-09,-7.669779123275694e-10,-1.1841220644762818e-09
