Station_ID,Latitude,Longitude,Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
ABEL,38.9231888039,21.214994834200013,1.2441917776233993,-0.9262943467532501,-0.8217274209635952,-0.12147431133849886,-0.0009833752675291673,0.0007524827269794639,-0.00012147431133849886,1.529561040306802e-08,1.621003073574439e-08,-8.225770582217308e-09,-6.729342637894793e-09,1.5148626681292882e-09,-5.282895924858784e-09
AGRI,38.623994895,21.409030168699985,2.486075431061189,-1.7404025937004306,-1.7752545477869823,-0.006414930126332721,-0.002074722592101504,0.0013696919593182862,-6.414930126332722e-06,3.545746130496764e-08,1.4189802838620274e-08,-2.0685387000032836e-08,-1.2803223101696278e-08,4.912814062561802e-10,-7.323069045262604e-09
AIGI,38.2419602042,22.072721371400007,3.86178262691858,-3.1544846505006294,-2.193530948961826,0.38860471339488356,-0.002755133654327435,0.002677982446001056,0.00038860471339488355,2.7291399080609023e-08,-2.472984198552634e-08,-3.6900577730085485e-08,9.180830998928153e-09,-2.9558079804683745e-09,-1.8434902841520937e-09
AMFI,38.8924578869,21.14973226500001,1.238007014770686,-0.9265382365148301,-0.8061649897489016,-0.15584054094031077,-0.0009681452983686793,0.0007556915876648877,-0.00015584054094031077,1.5452525985129735e-08,1.819127696889882e-08,-8.182861995058632e-09,-6.950684224287693e-09,2.0345785242860374e-09,-5.568656760138265e-09
ANAV,37.7333572797,23.904107016900014,1.0252149712802674,-0.9461508304462841,-0.3446081869613287,0.1926383680948116,-0.0005188108533919942,0.0008630130328550305,0.0001926383680948116,-1.1892200951363918e-09,-4.342086971620441e-09,-2.4516791483373133e-10,6.567744902574619e-09,4.3026296875919374e-10,1.261545646791558e-09
ANIK,36.8260211464,22.28206732130002,1.1671300116566783,-0.9424091943904479,-0.6847336295919008,-0.07209182300349322,-0.0008519732958434538,0.0007944411471817117,-7.209182300349322e-05,-7.733673259378125e-10,-9.538877195509793e-09,4.146052156417742e-08,5.087530812051611e-09,7.0723563868376e-09,-2.1959289517796166e-09
ANOC,38.5944987007,21.92510634979999,2.6225863309940887,-1.985485401856551,-1.697947577245513,0.22974073965594102,-0.0020455999727563416,0.0016250227713846448,0.00022974073965594102,2.6022152928393038e-08,-4.608978388870328e-09,-2.2829847342444383e-08,-3.969280300196064e-09,-2.4136576242451404e-09,-3.4867244660141297e-09
ARG2,38.175273488,20.484779164899976,2.099552610647801,-1.349522866281426,-0.4483575641070461,-1.5446309245154828,-0.0006976210751846893,0.0012391776738493144,-0.0015446309245154828,1.2734459049643707e-08,1.1878704589058834e-07,-9.29093136676732e-09,-3.476777514299879e-09,3.328266415363519e-08,6.390503192577633e-10
ARKI,38.7550567243,23.03360943040002,1.4141222594131926,-1.1687685823936185,-0.7583995317954726,0.24197503083973843,-0.0009674771553586115,0.0010025855588812306,0.00024197503083973844,5.714964466064531e-09,-5.392805047087753e-09,-8.16488593755932e-09,2.6667209521023676e-09,-1.5281621758099975e-09,2.0927378753901895e-10
ARSA,38.3010818222,21.81672309459998,4.223837275602841,-3.2751217552119014,-2.6496870372289476,0.3058388857725893,-0.0032259275152206864,0.0027093644223809194,0.0003058388857725893,4.350640688090892e-08,-1.97879888604521e-08,-4.4544645761418406e-08,-7.879486794706345e-10,-2.5352885979211373e-09,-4.967187864335972e-09
