Station_ID,Latitude,Longitude,Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
AFY0,40.1010700264,23.434337137499995,2.264088611682748,1.8115421741918019,-1.2651098302906012,0.4938717545861865,0.0013625040790636823,-0.0017394742211680808,0.0004938717545861865,2.083095163569177e-08,3.2062035333728646e-08,-1.8681714352932923e-08,-6.014276313256819e-09,6.523965880557736e-09,1.1294733379522193e-08
AFYT,40.0971361938,23.4353250602,2.2508116848905786,1.7957326768950044,-1.2660430357175643,0.4885001798183091,0.0013471125387478327,-0.0017357444002807018,0.0004885001798183091,2.0618527200195998e-08,3.2250603394439233e-08,-1.8610859026544635e-08,-5.969933851989658e-09,6.459008101207117e-09,1.1346020814102231e-08
ALE3,40.8491656686,25.853456076600025,37.82541461717193,14.103370707553834,34.97890710291006,-2.8866907579899848,0.023713963181759553,0.02932706868479787,-0.002886690757989985,6.827960697867152e-08,-8.530071328168472e-07,-2.2310509622723145e-07,-9.141159958821865e-07,-8.141228112635216e-08,-3.1969380682556316e-08
ANAV,37.7333572797,23.904107016900014,1.6880160759366114,-0.7572092571504383,-1.416621358707817,-0.5188606166967535,-0.0011383028154642455,-0.001133335181386192,-0.0005188606166967536,-4.531857641172936e-09,-5.547552856947767e-09,-5.873592647234997e-09,-4.1129387518955395e-09,-2.142720758095112e-09,-1.939550618784203e-09
ANDR,37.8863734555,24.73709084040001,2.1118210415558147,-0.8548680301825164,-1.8272795577830296,-0.6245303677468418,-0.0013517592022983253,-0.0014974969082845132,-0.0006245303677468418,-1.8141043127183404e-09,-1.044324373121551e-08,-3.82012372935211e-09,-1.0538023194881389e-08,-7.38996509443305e-10,-4.2487232136105026e-09
ARKI,38.7550567243,23.03360943040002,1.4852258955860291,-0.7084896763000421,-1.2411847508058913,-0.404226117244421,-0.0010404193484654257,-0.0009798085457861658,-0.000404226117244421,-9.845203726662695e-09,5.419418011255095e-09,-7.834551845924085e-09,1.8894500837682158e-09,-3.5609165295951127e-09,2.5846045683002376e-09
ATAL,38.6530574661,22.999356368199983,1.4537875603057966,-0.7037060854250936,-1.2060612249695768,-0.404613812740562,-0.0010255756526364945,-0.0009476183376015125,-0.00040461381274056204,-9.213520616295983e-09,4.1636111664682985e-09,-7.387216734787385e-09,1.570991155280038e-09,-3.405860592186123e-09,2.1073753408388548e-09
AUT1,40.5668190085,23.003720411199996,2.6592745654404895,2.323293564137384,-1.057215239948538,0.7458848206372554,0.001912676862920281,-0.0016902852619575988,0.0007458848206372554,2.045042485599082e-08,3.5774982427017345e-09,-1.702480917194996e-08,-1.9958699516745226e-09,7.2962805274611305e-09,2.4020778258440114e-09
AYD1,37.8407265492,27.83788451110001,1.0456751958290524,-0.8827380159702088,0.477849841183725,0.2930353896951615,-0.00070445679027331,0.0007150576943129538,0.00029303538969516153,-1.1788541756627491e-09,-4.791068632912332e-09,3.900337971794007e-09,5.937626291286889e-09,1.8062797616724211e-09,2.27418408258664e-09
AYVL,39.3114429293,26.6861782332,6.500954810551367,-5.348829699788475,3.4187661040508748,1.4015964530793015,-0.0041155608068543905,0.00483322874242783,0.0014015964530793015,-1.8636688316881772e-08,-6.868876465355523e-08,3.390426026038616e-08,9.029706451809178e-08,1.4713805483403358e-08,2.0801071583384878e-08
BAL1,39.6294995568,27.892661172399983,4.128876395527818,-3.5828283874006077,1.7217538311070888,1.1164787418716087,-0.0029228837239568916,0.002694039020638616,0.0011164787418716086,2.4793484415757494e-08,-1.583111553914593e-08,-2.71277900694763e-08,8.479924229476237e-09,-8.831985585965809e-09,3.273270243310304e-09
